SaleID,CustomerID,ProductID,EmployeeID,Quantity,SaleDate,Price_x,TotalAmount,CustomerName,Age,Country,JoinDate,ProductName,Category,Price_y,EmployeeName,Department,HireDate,SaleMonth
10291,694,603,68,2,2023-01-23,67.55,135.1,Rania Najjar,41,Saudi Arabia,2023-11-02,Novel_603,Books,67.55,Huda Shami,Sales,2020-07-19,1
10292,1172,484,268,1,2021-03-19,9.06,9.06,Majed Khoury,37,Jordan,2021-03-17,Salad_484,Food,9.06,Lina Saleh,Management,2019-07-21,3
10293,1366,6,218,1,2022-08-02,1205.54,1205.54,Lina Shami,33,Qatar,2022-01-03,Laptop_6,Electronics,1205.54,Lina Darwish,Management,2017-02-03,8
10294,495,710,164,2,2021-04-05,22.59,45.18,Ali Masri,50,Jordan,2022-05-17,Children Book_710,Books,22.59,Sara Qasem,Support,2017-05-26,4
10295,948,877,179,1,2023-09-25,208.72,208.72,Noor Al-Smadi,28,Jordan,2020-03-21,Chair_877,Furniture,208.72,Aya Rabie,Management,2016-01-24,9
10296,23,708,48,2,2022-07-26,70.21,140.42,Noor Masri,35,Saudi Arabia,2022-04-25,History Book_708,Books,70.21,Noor Khoury,IT,2020-06-19,7
10297,1129,982,194,3,2023-03-11,366.93,1100.79,Huda Barakat,34,Jordan,2021-11-29,Sofa_982,Furniture,366.93,Noor Haddad,Sales,2024-03-28,3
10298,1699,808,289,2,2021-04-26,260.14,520.28,Tariq Najjar,40,Jordan,2023-01-19,Chair_808,Furniture,260.14,Lina Khoury,Sales,2015-04-30,4
10299,1603,859,206,3,2022-06-29,946.08,2838.24,Zain Haddad,28,Jordan,2022-09-09,Bed_859,Furniture,946.08,Lina Al-Momani,Support,2017-10-26,6
10300,1826,997,84,2,2021-06-12,585.67,1171.34,Farah Omari,39,Jordan,2020-08-28,Table_997,Furniture,585.67,Salma Masri,Sales,2018-11-29,6
10301,1825,834,101,4,2023-03-29,460.55,1842.2,Sara Saleh,36,Jordan,2022-10-27,Chair_834,Furniture,460.55,Salma Najjar,HR,2017-09-27,3
10302,558,137,155,4,2022-06-10,1882.74,7530.96,Rania Shami,30,Saudi Arabia,2021-05-01,Camera_137,Electronics,1882.74,Huda Najjar,IT,2017-04-06,6
10303,1617,779,47,3,2023-05-17,42.28,126.84,Rami Al-Momani,37,Saudi Arabia,2023-01-08,History Book_779,Books,42.28,Ali Haddad,Support,2019-05-13,5
10304,941,404,234,1,2023-05-22,17.41,17.41,Salma Haddad,22,Jordan,2022-12-07,Chocolate_404,Food,17.41,Yousef Khoury,Sales,2021-05-07,5
10305,1683,628,299,4,2021-03-31,12.03,48.12,Ali Darwish,25,UAE,2022-11-26,Biography_628,Books,12.03,Hassan Masri,Management,2015-06-22,3
10306,1246,555,147,2,2022-08-11,40.98,81.96,Aya Qasem,22,UAE,2023-08-24,Burger_555,Food,40.98,Zain Ayoub,Support,2023-07-31,8
10307,855,743,196,1,2023-08-03,66.62,66.62,Omar Shami,49,Qatar,2021-09-02,Science Book_743,Books,66.62,Farah Darwish,Management,2020-08-29,8
10308,1039,570,22,1,2022-04-25,34.05,34.05,Omar Najjar,37,Saudi Arabia,2020-08-19,Pizza_570,Food,34.05,Huda Ayoub,HR,2023-07-27,4
10309,891,206,194,3,2022-09-17,106.62,319.86,Mona Masri,43,Egypt,2023-06-30,Jacket_206,Clothing,106.62,Noor Haddad,Sales,2024-03-28,9
10310,1657,410,274,1,2022-10-28,11.18,11.18,Hassan Omari,36,Jordan,2023-06-11,Juice_410,Food,11.18,Mona Al-Momani,Sales,2017-10-02,10
10311,78,806,208,3,2021-07-15,996.36,2989.08,Rami Darwish,32,Qatar,2023-11-28,Chair_806,Furniture,996.36,Ahmad Darwish,HR,2020-10-11,7
10312,1346,606,275,4,2023-02-09,42.16,168.64,Mona Al-Smadi,20,Saudi Arabia,2020-11-25,Novel_606,Books,42.16,Noor Barakat,Sales,2023-12-09,2
10313,807,36,217,4,2021-03-16,649.45,2597.8,Huda Hammad,37,Jordan,2023-07-23,Printer_36,Electronics,649.45,Omar Darwish,Support,2020-10-15,3
10314,1265,230,27,1,2023-02-25,150.39,150.39,Lina Barakat,36,Jordan,2021-08-08,Jacket_230,Clothing,150.39,Huda Shami,HR,2020-01-18,2
10315,1042,227,15,1,2022-12-02,164.99,164.99,Lina Darwish,30,Jordan,2020-04-04,Jacket_227,Clothing,164.99,Tariq Al-Momani,HR,2017-12-07,12
10316,768,695,159,2,2022-03-18,37.6,75.2,Salma Saleh,52,Saudi Arabia,2021-06-17,Children Book_695,Books,37.6,Rami Najjar,HR,2023-10-30,3
10317,454,262,214,2,2023-04-18,132.31,264.62,Khaled Al-Momani,40,UAE,2023-11-27,Shoes_262,Clothing,132.31,Lina Rabie,Management,2015-03-18,4
10318,1467,131,164,3,2021-10-11,1327.67,3983.01,Rania Shami,51,Saudi Arabia,2022-04-14,Headphones_131,Electronics,1327.67,Sara Qasem,Support,2017-05-26,10
10319,928,577,127,1,2022-04-22,30.42,30.42,Hassan Saleh,38,Egypt,2020-08-02,Pasta_577,Food,30.42,Mona Ayoub,Support,2020-04-07,4
10320,277,892,58,1,2022-04-08,736.07,736.07,Lina Omari,36,Jordan,2023-08-22,Sofa_892,Furniture,736.07,Noor Haddad,HR,2021-06-01,4
10321,1448,448,147,2,2023-06-30,46.64,93.28,Khaled Ayoub,40,Saudi Arabia,2023-08-17,Pizza_448,Food,46.64,Zain Ayoub,Support,2023-07-31,6
10322,1500,186,256,3,2023-06-21,1034.63,3103.89,Noor Khoury,40,Saudi Arabia,2023-09-15,Tablet_186,Electronics,1034.63,Lina Saleh,Sales,2017-04-13,6
10323,1051,629,110,2,2023-01-27,17.41,34.82,Huda Al-Momani,28,Jordan,2023-03-26,Novel_629,Books,17.41,Mona Darwish,Support,2018-06-02,1
10324,514,186,49,1,2021-06-05,1034.63,1034.63,Khaled Hammad,25,Jordan,2022-11-30,Tablet_186,Electronics,1034.63,Tariq Haddad,IT,2023-07-27,6
10325,1889,274,182,3,2022-10-29,34.03,102.09,Lina Haddad,30,Jordan,2022-01-18,Jacket_274,Clothing,34.03,Farah Barakat,Sales,2018-01-24,10
10326,464,663,61,4,2021-12-05,48.12,192.48,Yousef Khoury,37,Jordan,2023-02-07,Science Book_663,Books,48.12,Aya Najjar,Management,2021-04-21,12
10327,807,352,235,1,2021-03-16,114.36,114.36,Huda Hammad,37,Jordan,2023-07-23,Scarf_352,Clothing,114.36,Mona Rabie,Support,2023-02-24,3
10328,824,413,242,2,2021-07-06,35.89,71.78,Huda Omari,31,Saudi Arabia,2022-05-28,Juice_413,Food,35.89,Tariq Hammad,Sales,2016-08-28,7
10329,363,151,130,3,2022-10-26,818.99,2456.97,Tariq Rabie,33,Jordan,2020-08-02,Smartphone_151,Electronics,818.99,Ali Ayoub,Management,2018-07-20,10
10330,1407,384,264,2,2022-08-13,68.83,137.66,Yousef Masri,20,Jordan,2023-10-29,Shoes_384,Clothing,68.83,Ahmad Hammad,HR,2017-11-16,8
10331,751,36,208,4,2021-12-14,649.45,2597.8,Khaled Masri,25,Jordan,2022-08-22,Printer_36,Electronics,649.45,Ahmad Darwish,HR,2020-10-11,12
10332,525,326,142,1,2022-04-10,82.63,82.63,Farah Qasem,27,Jordan,2020-10-30,Jacket_326,Clothing,82.63,Lina Darwish,Management,2017-04-23,4
10333,1406,465,22,1,2022-06-25,28.34,28.34,Omar Omari,27,Jordan,2020-03-22,Burger_465,Food,28.34,Huda Ayoub,HR,2023-07-27,6
10334,1208,466,17,2,2023-03-11,49.27,98.54,Tariq Barakat,28,Jordan,2023-05-14,Salad_466,Food,49.27,Mona Khoury,Sales,2018-11-08,3
10335,1218,95,122,1,2022-12-11,1369.76,1369.76,Noor Darwish,37,Jordan,2022-03-25,Camera_95,Electronics,1369.76,Rami Saleh,IT,2020-10-09,12
10336,1486,134,282,2,2023-01-28,842.31,1684.62,Majed Omari,44,Qatar,2023-12-06,Monitor_134,Electronics,842.31,Rami Darwish,Support,2019-09-25,1
10337,56,162,227,2,2023-04-20,901.5,1803.0,Ahmad Saleh,44,Jordan,2020-08-11,Monitor_162,Electronics,901.5,Farah Darwish,Sales,2022-02-25,4
10338,1254,556,286,3,2023-08-30,23.63,70.89,Majed Khoury,38,Egypt,2020-08-24,Salad_556,Food,23.63,Farah Khoury,Sales,2016-10-14,8
10339,489,300,116,4,2022-03-19,100.55,402.2,Khaled Darwish,51,Saudi Arabia,2020-12-20,Dress_300,Clothing,100.55,Ahmad Ayoub,HR,2018-08-28,3
10340,1052,795,149,1,2023-06-30,19.09,19.09,Tariq Al-Smadi,38,Saudi Arabia,2024-01-22,Children Book_795,Books,19.09,Ahmad Omari,Support,2018-10-22,6
10341,1856,356,170,1,2021-01-22,94.44,94.44,Mona Al-Smadi,28,Jordan,2021-04-21,Scarf_356,Clothing,94.44,Aya Ayoub,Management,2019-07-05,1
10342,1607,240,90,2,2022-02-16,47.9,95.8,Khaled Omari,36,Jordan,2021-09-17,Shoes_240,Clothing,47.9,Rami Barakat,IT,2022-01-04,2
10343,722,564,119,4,2022-08-12,20.36,81.44,Lina Ayoub,18,Saudi Arabia,2022-10-15,Pasta_564,Food,20.36,Majed Darwish,Sales,2022-05-18,8
10344,1984,938,184,3,2021-10-28,422.73,1268.19,Hassan Darwish,43,Jordan,2023-10-03,Desk_938,Furniture,422.73,Rania Masri,Sales,2021-05-09,10
10345,1208,793,264,2,2021-01-07,59.57,119.14,Tariq Barakat,28,Jordan,2023-05-14,Novel_793,Books,59.57,Ahmad Hammad,HR,2017-11-16,1
10346,1449,586,227,4,2022-10-01,13.43,53.72,Majed Najjar,47,Jordan,2020-05-27,Salad_586,Food,13.43,Farah Darwish,Sales,2022-02-25,10
10347,1399,807,93,1,2023-04-29,960.05,960.05,Huda Qasem,47,Saudi Arabia,2021-12-09,Chair_807,Furniture,960.05,Tariq Hammad,Management,2016-02-03,4
10348,1892,750,117,3,2022-02-04,52.27,156.81,Zain Najjar,35,Jordan,2023-10-25,Novel_750,Books,52.27,Farah Najjar,HR,2015-06-03,2
10349,41,167,121,3,2021-01-20,1449.06,4347.18,Rami Omari,42,Jordan,2021-04-29,Printer_167,Electronics,1449.06,Omar Saleh,IT,2021-05-15,1
10350,1508,140,138,2,2021-01-09,1275.65,2551.3,Aya Saleh,44,Jordan,2023-01-22,Camera_140,Electronics,1275.65,Ahmad Al-Momani,Sales,2020-06-23,1
10351,1004,139,231,2,2021-08-19,1170.72,2341.44,Huda Haddad,28,Jordan,2020-08-21,Monitor_139,Electronics,1170.72,Majed Darwish,Sales,2024-07-24,8
10352,260,881,148,3,2021-11-27,256.1,768.3,Omar Al-Momani,42,Jordan,2022-01-17,Wardrobe_881,Furniture,256.1,Rami Hammad,HR,2022-06-26,11
10353,441,235,284,1,2022-03-14,53.59,53.59,Ahmad Shami,38,UAE,2022-01-26,Shoes_235,Clothing,53.59,Ahmad Hammad,IT,2015-06-01,3
10354,926,3,142,1,2021-06-04,1873.48,1873.48,Mona Najjar,19,Saudi Arabia,2020-10-07,Headphones_3,Electronics,1873.48,Lina Darwish,Management,2017-04-23,6
10355,856,256,8,3,2021-09-23,170.33,510.99,Zain Haddad,29,Jordan,2021-08-18,T-Shirt_256,Clothing,170.33,Farah Qasem,Support,2020-03-23,9
10356,84,371,5,2,2023-05-27,164.77,329.54,Mona Qasem,29,UAE,2020-07-05,Scarf_371,Clothing,164.77,Ali Al-Momani,Sales,2023-08-10,5
10357,46,278,257,2,2021-08-17,54.76,109.52,Rami Rabie,27,Saudi Arabia,2023-12-06,Jeans_278,Clothing,54.76,Hassan Shami,HR,2024-06-27,8
10358,440,516,246,1,2022-08-22,7.2,7.2,Ahmad Hammad,34,Saudi Arabia,2022-02-20,Burger_516,Food,7.2,Farah Barakat,Sales,2022-09-08,8
10359,1695,904,235,4,2022-11-22,601.94,2407.76,Farah Omari,36,UAE,2023-07-21,Sofa_904,Furniture,601.94,Mona Rabie,Support,2023-02-24,11
10360,1880,782,10,4,2023-02-26,33.62,134.48,Farah Masri,26,Jordan,2020-11-12,Children Book_782,Books,33.62,Rania Hammad,IT,2018-04-17,2
10361,1543,212,242,4,2021-12-01,125.25,501.0,Rania Saleh,51,UAE,2021-06-01,Jacket_212,Clothing,125.25,Tariq Hammad,Sales,2016-08-28,12
10362,986,216,188,1,2022-06-30,143.91,143.91,Lina Khoury,23,Jordan,2022-05-22,Dress_216,Clothing,143.91,Lina Saleh,Sales,2019-10-16,6
10363,1869,270,2,3,2022-04-14,167.96,503.88,Lina Ayoub,24,Saudi Arabia,2020-08-29,Dress_270,Clothing,167.96,Noor Rabie,HR,2022-05-31,4
10364,1462,476,154,4,2022-11-01,25.33,101.32,Salma Darwish,22,Jordan,2023-02-16,Juice_476,Food,25.33,Majed Al-Smadi,Sales,2019-11-21,11
10365,136,528,203,1,2022-11-13,46.92,46.92,Ali Hammad,50,Jordan,2024-01-23,Pasta_528,Food,46.92,Huda Barakat,Sales,2017-03-30,11
10366,1207,928,217,1,2021-07-25,801.08,801.08,Salma Qasem,27,Jordan,2023-09-08,Table_928,Furniture,801.08,Omar Darwish,Support,2020-10-15,7
10367,1733,64,105,2,2023-02-28,817.57,1635.14,Yousef Barakat,34,Jordan,2020-11-18,Camera_64,Electronics,817.57,Rania Al-Momani,Support,2018-07-02,2
10368,1196,751,1,2,2023-04-22,61.73,123.46,Hassan Saleh,39,Jordan,2023-04-13,Children Book_751,Books,61.73,Khaled Najjar,IT,2015-11-10,4
10369,909,460,254,1,2022-08-12,28.64,28.64,Hassan Al-Momani,41,Saudi Arabia,2023-12-08,Chocolate_460,Food,28.64,Ali Al-Momani,Sales,2015-09-21,8
10370,861,16,287,2,2023-08-06,1751.64,3503.28,Noor Al-Momani,37,Jordan,2022-12-09,Camera_16,Electronics,1751.64,Huda Darwish,Support,2018-01-22,8
10371,788,564,294,2,2021-12-30,20.36,40.72,Zain Najjar,39,UAE,2022-04-26,Pasta_564,Food,20.36,Ali Ayoub,Management,2022-05-21,12
10372,590,19,278,2,2023-07-04,1989.56,3979.12,Hassan Ayoub,26,UAE,2020-04-25,Printer_19,Electronics,1989.56,Khaled Ayoub,Sales,2020-03-16,7
10373,1952,325,194,1,2023-06-21,185.94,185.94,Farah Al-Momani,47,Saudi Arabia,2023-12-28,T-Shirt_325,Clothing,185.94,Noor Haddad,Sales,2024-03-28,6
10374,956,908,257,4,2023-01-03,556.79,2227.16,Lina Qasem,46,Jordan,2020-01-06,Wardrobe_908,Furniture,556.79,Hassan Shami,HR,2024-06-27,1
10375,690,93,250,2,2023-06-08,1423.25,2846.5,Lina Shami,39,Qatar,2023-05-01,Printer_93,Electronics,1423.25,Farah Haddad,HR,2019-11-19,6
10376,539,773,248,1,2022-08-14,16.82,16.82,Tariq Rabie,45,Saudi Arabia,2023-09-03,Novel_773,Books,16.82,Aya Al-Momani,Sales,2018-05-14,8
10377,1144,810,88,1,2021-06-06,649.27,649.27,Farah Najjar,36,Saudi Arabia,2020-08-21,Table_810,Furniture,649.27,Yousef Masri,Management,2015-04-21,6
10378,1305,17,253,3,2021-07-13,409.28,1227.84,Rami Haddad,40,Saudi Arabia,2020-04-06,Headphones_17,Electronics,409.28,Hassan Qasem,Sales,2024-04-23,7
10379,1332,623,164,3,2023-03-03,19.91,59.73,Ali Al-Smadi,47,Jordan,2020-12-29,Science Book_623,Books,19.91,Sara Qasem,Support,2017-05-26,3
10380,708,840,162,4,2021-06-01,683.01,2732.04,Tariq Rabie,52,Jordan,2021-01-20,Chair_840,Furniture,683.01,Hassan Khoury,IT,2024-07-14,6
10381,1301,872,265,3,2021-07-31,202.76,608.28,Ahmad Barakat,28,UAE,2023-11-26,Sofa_872,Furniture,202.76,Noor Haddad,Sales,2022-09-14,7
10382,1554,488,110,1,2021-11-12,10.14,10.14,Farah Khoury,26,Saudi Arabia,2020-05-29,Pizza_488,Food,10.14,Mona Darwish,Support,2018-06-02,11
10383,295,94,207,3,2021-07-05,558.12,1674.36,Yousef Qasem,38,Egypt,2024-02-01,Camera_94,Electronics,558.12,Omar Darwish,HR,2022-01-03,7
10384,1807,10,132,2,2021-04-14,1628.1,3256.2,Rania Haddad,37,Saudi Arabia,2022-02-28,Printer_10,Electronics,1628.1,Majed Khoury,IT,2021-05-25,4
10385,53,724,133,3,2021-01-27,78.85,236.55,Yousef Rabie,28,Saudi Arabia,2021-02-19,Children Book_724,Books,78.85,Ahmad Qasem,Sales,2019-05-18,1
10386,806,749,108,1,2022-07-01,10.99,10.99,Farah Barakat,31,Saudi Arabia,2021-10-03,Science Book_749,Books,10.99,Zain Darwish,Sales,2022-09-19,7
10387,1456,766,172,4,2022-09-09,43.34,173.36,Rami Al-Smadi,18,Jordan,2020-03-18,Science Book_766,Books,43.34,Noor Al-Momani,Management,2017-07-14,9
10388,52,528,40,4,2023-08-26,46.92,187.68,Rami Al-Momani,31,Jordan,2020-06-01,Pasta_528,Food,46.92,Rania Shami,Sales,2022-12-02,8
10389,728,489,292,4,2023-05-15,33.53,134.12,Khaled Ayoub,38,Egypt,2020-03-13,Salad_489,Food,33.53,Huda Al-Smadi,Sales,2024-01-05,5
10390,72,144,35,4,2021-02-10,1836.06,7344.24,Salma Masri,50,Jordan,2020-09-02,Tablet_144,Electronics,1836.06,Aya Saleh,HR,2016-12-25,2
10391,28,554,59,2,2023-03-10,38.19,76.38,Salma Al-Momani,38,Saudi Arabia,2023-04-04,Pizza_554,Food,38.19,Yousef Qasem,HR,2020-04-08,3
10392,469,515,193,2,2021-05-11,41.91,83.82,Rami Al-Smadi,29,UAE,2023-01-01,Chocolate_515,Food,41.91,Noor Khoury,IT,2022-04-22,5
10393,1936,919,210,2,2022-07-08,138.99,277.98,Khaled Al-Momani,19,Saudi Arabia,2022-06-10,Bed_919,Furniture,138.99,Yousef Al-Momani,HR,2022-07-13,7
10394,764,470,31,3,2021-12-23,22.91,68.73,Farah Khoury,34,Saudi Arabia,2021-09-20,Salad_470,Food,22.91,Yousef Al-Momani,Management,2019-12-18,12
10395,886,377,174,3,2023-09-05,151.39,454.17,Farah Barakat,53,Saudi Arabia,2020-03-17,Shoes_377,Clothing,151.39,Noor Ayoub,Sales,2023-05-01,9
10396,912,668,198,3,2021-03-12,32.78,98.34,Tariq Masri,37,Saudi Arabia,2023-11-24,History Book_668,Books,32.78,Hassan Al-Smadi,Sales,2018-05-13,3
10397,547,494,106,4,2021-12-02,6.98,27.92,Mona Najjar,40,Jordan,2022-04-05,Salad_494,Food,6.98,Yousef Omari,HR,2021-08-24,12
10398,1425,685,275,4,2023-06-11,79.32,317.28,Huda Omari,24,Jordan,2023-08-27,Science Book_685,Books,79.32,Noor Barakat,Sales,2023-12-09,6
10399,201,484,96,3,2021-11-19,9.06,27.18,Farah Al-Smadi,38,Egypt,2020-07-24,Salad_484,Food,9.06,Ahmad Najjar,Sales,2019-01-03,11
10400,1785,452,170,2,2023-08-09,44.02,88.04,Rami Darwish,35,Saudi Arabia,2022-09-13,Salad_452,Food,44.02,Aya Ayoub,Management,2019-07-05,8
10401,1635,998,30,1,2021-08-24,530.64,530.64,Huda Khoury,31,Saudi Arabia,2021-06-17,Desk_998,Furniture,530.64,Omar Khoury,Sales,2019-03-22,8
10402,820,536,282,3,2022-11-05,28.61,85.83,Aya Najjar,45,Jordan,2022-06-07,Salad_536,Food,28.61,Rami Darwish,Support,2019-09-25,11
10403,1490,787,161,1,2021-08-02,34.61,34.61,Omar Barakat,47,UAE,2020-08-05,History Book_787,Books,34.61,Noor Al-Smadi,HR,2024-06-04,8
10404,1676,75,111,2,2021-07-26,462.52,925.04,Zain Darwish,31,Egypt,2020-05-08,Smartphone_75,Electronics,462.52,Zain Omari,Sales,2016-04-13,7
10405,1619,40,212,1,2021-11-07,1086.8,1086.8,Mona Saleh,30,Jordan,2021-06-23,Monitor_40,Electronics,1086.8,Farah Masri,Management,2021-02-20,11
10406,560,302,196,4,2021-06-17,196.93,787.72,Yousef Qasem,30,Jordan,2022-08-31,T-Shirt_302,Clothing,196.93,Farah Darwish,Management,2020-08-29,6
10407,1814,552,96,1,2022-03-11,5.07,5.07,Ali Khoury,43,Saudi Arabia,2023-11-02,Burger_552,Food,5.07,Ahmad Najjar,Sales,2019-01-03,3
10408,379,62,138,3,2021-10-05,673.13,2019.39,Rania Al-Smadi,56,Egypt,2022-06-02,Camera_62,Electronics,673.13,Ahmad Al-Momani,Sales,2020-06-23,10
10409,1784,750,278,3,2021-08-27,52.27,156.81,Majed Al-Momani,42,Jordan,2022-08-23,Novel_750,Books,52.27,Khaled Ayoub,Sales,2020-03-16,8
10410,1919,503,179,2,2023-08-17,48.22,96.44,Ali Darwish,33,Jordan,2022-11-07,Burger_503,Food,48.22,Aya Rabie,Management,2016-01-24,8
10411,1201,999,234,3,2023-07-31,884.02,2652.06,Aya Barakat,36,Saudi Arabia,2023-03-30,Wardrobe_999,Furniture,884.02,Yousef Khoury,Sales,2021-05-07,7
10412,1076,245,249,1,2021-08-11,178.93,178.93,Mona Qasem,30,Egypt,2020-04-21,Jeans_245,Clothing,178.93,Tariq Al-Momani,Sales,2024-06-19,8
10413,79,18,132,4,2023-03-02,888.81,3555.24,Aya Al-Momani,35,Jordan,2023-05-20,Laptop_18,Electronics,888.81,Majed Khoury,IT,2021-05-25,3
10414,1409,652,249,1,2021-12-30,17.21,17.21,Zain Najjar,31,Egypt,2022-02-20,Children Book_652,Books,17.21,Tariq Al-Momani,Sales,2024-06-19,12
10415,834,398,293,1,2021-01-28,186.01,186.01,Ali Haddad,27,Saudi Arabia,2021-10-21,Jeans_398,Clothing,186.01,Lina Omari,Management,2018-02-11,1
10416,1600,594,63,1,2021-05-21,12.88,12.88,Tariq Shami,27,Saudi Arabia,2020-10-02,Pasta_594,Food,12.88,Tariq Qasem,Sales,2016-10-02,5
10417,1032,189,257,3,2023-06-18,300.87,902.61,Farah Qasem,18,Saudi Arabia,2023-06-06,Smartphone_189,Electronics,300.87,Hassan Shami,HR,2024-06-27,6
10418,1238,620,248,2,2023-07-10,49.17,98.34,Aya Darwish,29,Jordan,2023-07-02,Children Book_620,Books,49.17,Aya Al-Momani,Sales,2018-05-14,7
10419,25,746,264,3,2023-08-26,15.38,46.14,Ali Omari,29,Jordan,2022-02-01,Children Book_746,Books,15.38,Ahmad Hammad,HR,2017-11-16,8
10420,450,780,179,1,2022-03-27,61.4,61.4,Rania Najjar,24,Jordan,2021-07-04,Biography_780,Books,61.4,Aya Rabie,Management,2016-01-24,3
10421,768,104,165,2,2021-05-07,1653.89,3307.78,Salma Saleh,52,Saudi Arabia,2021-06-17,Monitor_104,Electronics,1653.89,Yousef Darwish,Sales,2018-03-23,5
10422,755,923,91,2,2023-05-05,163.77,327.54,Zain Qasem,25,Saudi Arabia,2023-02-18,Sofa_923,Furniture,163.77,Omar Al-Momani,HR,2018-10-29,5
10423,1993,646,192,1,2023-08-29,41.73,41.73,Ahmad Darwish,46,Jordan,2020-07-03,Science Book_646,Books,41.73,Omar Shami,IT,2015-11-11,8
10424,1481,344,292,1,2022-01-20,28.88,28.88,Rania Omari,42,UAE,2024-01-15,Scarf_344,Clothing,28.88,Huda Al-Smadi,Sales,2024-01-05,1
10425,1485,371,76,3,2021-01-27,164.77,494.31,Sara Barakat,37,Jordan,2020-04-03,Scarf_371,Clothing,164.77,Huda Darwish,IT,2018-08-05,1
10426,198,33,99,2,2022-03-31,622.75,1245.5,Tariq Ayoub,36,UAE,2023-04-11,Smartphone_33,Electronics,622.75,Huda Omari,IT,2015-08-20,3
10427,1118,749,95,4,2023-06-08,10.99,43.96,Tariq Al-Momani,34,Saudi Arabia,2020-07-05,Science Book_749,Books,10.99,Salma Barakat,HR,2018-11-14,6
10428,1743,374,181,2,2023-02-01,116.84,233.68,Salma Masri,35,Saudi Arabia,2020-08-20,Scarf_374,Clothing,116.84,Yousef Haddad,IT,2018-10-11,2
10429,1971,848,154,3,2023-05-25,122.83,368.49,Ali Qasem,40,Jordan,2023-06-13,Table_848,Furniture,122.83,Majed Al-Smadi,Sales,2019-11-21,5
10430,437,178,112,1,2023-01-28,534.69,534.69,Zain Shami,51,Saudi Arabia,2022-03-04,Laptop_178,Electronics,534.69,Zain Haddad,IT,2018-10-14,1
10431,1551,12,171,2,2021-08-02,1213.7,2427.4,Lina Qasem,33,Jordan,2022-08-02,Headphones_12,Electronics,1213.7,Hassan Khoury,Support,2024-01-09,8
10432,690,863,253,4,2022-01-25,540.01,2160.04,Lina Shami,39,Qatar,2023-05-01,Table_863,Furniture,540.01,Hassan Qasem,Sales,2024-04-23,1
10433,1991,953,122,3,2021-02-20,351.25,1053.75,Khaled Shami,43,Jordan,2023-12-12,Bed_953,Furniture,351.25,Rami Saleh,IT,2020-10-09,2
10434,1402,741,205,2,2022-04-03,50.47,100.94,Rania Shami,40,Jordan,2023-08-08,History Book_741,Books,50.47,Zain Omari,IT,2019-07-06,4
10435,587,821,245,3,2022-03-26,939.6,2818.8,Zain Najjar,30,Jordan,2022-09-19,Sofa_821,Furniture,939.6,Zain Barakat,Sales,2023-05-16,3
10436,104,781,127,2,2022-02-13,63.93,127.86,Ahmad Qasem,26,Jordan,2020-10-13,Children Book_781,Books,63.93,Mona Ayoub,Support,2020-04-07,2
10437,1830,890,46,1,2021-07-23,172.65,172.65,Majed Al-Smadi,35,Egypt,2020-09-23,Bed_890,Furniture,172.65,Hassan Darwish,Sales,2023-01-10,7
10438,1704,456,296,4,2021-07-30,32.36,129.44,Ahmad Al-Momani,46,Jordan,2022-02-14,Pizza_456,Food,32.36,Omar Haddad,Sales,2016-12-21,7
10439,1986,870,236,1,2023-03-01,851.82,851.82,Sara Qasem,40,Jordan,2022-04-10,Table_870,Furniture,851.82,Rania Al-Smadi,Sales,2022-01-11,3
10440,627,643,141,2,2022-01-25,28.06,56.12,Hassan Barakat,25,Jordan,2020-12-29,Children Book_643,Books,28.06,Khaled Al-Smadi,Support,2022-07-28,1
10441,1063,249,121,4,2022-08-28,167.43,669.72,Ali Ayoub,46,Saudi Arabia,2022-06-05,Shoes_249,Clothing,167.43,Omar Saleh,IT,2021-05-15,8
10442,458,448,9,2,2023-04-15,46.64,93.28,Mona Barakat,24,Egypt,2023-09-30,Pizza_448,Food,46.64,Lina Shami,IT,2017-04-07,4
10443,364,980,66,2,2021-05-08,163.63,327.26,Huda Masri,39,Jordan,2020-05-31,Desk_980,Furniture,163.63,Omar Saleh,Sales,2019-05-23,5
10444,1809,570,81,4,2021-04-06,34.05,136.2,Hassan Khoury,19,Jordan,2020-08-10,Pizza_570,Food,34.05,Ali Haddad,IT,2016-06-09,4
10445,135,4,260,4,2023-09-20,208.37,833.48,Tariq Ayoub,25,Jordan,2022-06-06,Camera_4,Electronics,208.37,Rania Saleh,Management,2024-03-27,9
10446,374,236,105,3,2021-06-29,78.26,234.78,Aya Najjar,44,UAE,2023-05-01,Jacket_236,Clothing,78.26,Rania Al-Momani,Support,2018-07-02,6
10447,1256,173,97,4,2022-06-03,1019.62,4078.48,Ahmad Khoury,22,Qatar,2023-02-25,Monitor_173,Electronics,1019.62,Farah Al-Smadi,IT,2019-08-15,6
10448,39,322,190,1,2023-07-25,127.14,127.14,Noor Najjar,21,Jordan,2023-09-18,T-Shirt_322,Clothing,127.14,Sara Al-Momani,Sales,2018-11-23,7
10449,1988,371,195,4,2022-08-16,164.77,659.08,Noor Barakat,40,Saudi Arabia,2021-02-14,Scarf_371,Clothing,164.77,Tariq Rabie,Sales,2018-05-21,8
10450,1827,548,83,4,2023-01-12,28.39,113.56,Rami Omari,24,Saudi Arabia,2020-07-09,Salad_548,Food,28.39,Hassan Al-Smadi,Sales,2019-02-09,1
